timestamp,value
177,0.5
178,0.5
179,0.5
180,0.5
181,0.5
182,0.5
183,0.5
184,0.5
185,0.5
186,0.5
187,0.5
188,0.5
189,0.5
190,0.5
191,0.5
192,0.5
193,0.5
194,0.5
195,0.5
196,0.5
197,0.5
198,0.5
199,0.5
200,0.5
201,0.5
202,0.5
203,0.5
204,0.5
205,0.5
206,0.5
207,0.5
208,0.5
209,0.5
210,0.5
211,0.5
212,0.5
213,0.5
214,0.5
215,0.5
216,0.5
217,0.5
218,0.5
219,0.5
220,0.5
221,0.5
222,0.5
223,0.5
224,0.5
225,0.5
226,0.5
227,0.5
228,0.5
229,0.5
230,0.5
231,0.5
232,0.5
233,0.5
234,0.5
235,0.5
236,0.5
237,0.5
238,0.5
239,0.5
240,0.5
241,0.5
242,0.5
243,0.5
244,0.5
245,0.5
246,0.5
247,0.5
248,0.5
249,0.5
250,0.5
251,0.5
252,0.5
253,0.5
254,0.5
255,0.5
256,0.5
257,0.5
258,0.5
259,0.5
260,0.5
261,0.5
262,0.5
263,0.5
264,0.5
265,0.5
266,0.5
267,0.5
268,0.5
269,0.5
270,0.5
271,0.5
272,0.5
273,0.5
274,0.5
275,0.5
276,0.5
277,0.5
278,0.5
279,0.5
280,0.5
281,0.5
282,0.5
283,0.5
284,0.5
285,0.5
286,0.5
287,0.5
288,0.5
289,0.5
290,0.5
291,0.5
292,0.5
293,0.5
294,0.5
295,0.5
296,0.5
297,0.5
298,0.5
299,0.5
300,0.5
301,0.5
302,0.5
303,0.5
304,0.5
305,0.5
306,0.5
307,0.5
308,0.5
309,0.5
310,0.5
311,0.5
312,0.5
313,0.5
314,0.5
315,0.5
316,0.5
317,0.5
318,0.5
319,0.5
320,0.5
321,0.5
322,0.5
323,0.5
324,0.5
325,0.5
326,0.5
327,0.5
328,0.5
329,0.5
330,0.5
331,0.5
332,0.5
333,0.5
334,0.5
335,0.5
336,0.5
337,0.5
338,0.5
339,0.5
340,0.5
341,0.5
342,0.5
343,0.5
344,0.5
345,0.5
346,0.5
347,0.5
348,0.5
349,0.5
350,0.5
351,0.5
352,0.5
353,0.5
354,0.5
355,0.5
356,0.5
357,0.5
358,0.5
359,0.5
360,0.5
361,0.5
362,0.5
363,0.5
364,0.5
365,0.5
366,0.5
367,0.5
368,0.5
369,0.5
370,0.5
371,0.5
372,0.5
373,0.5
374,0.5
375,0.5
376,0.5
377,0.5
378,0.5
379,0.5
380,0.5
381,0.5
382,0.5
383,0.5
384,0.5
385,0.5
386,0.5
387,0.5
388,0.5
389,0.5
390,0.5
391,0.5
392,0.5
393,0.5
394,0.5
395,0.5
396,0.5
397,0.5
398,0.5
399,0.5
400,0.5
401,0.5
402,0.5
403,0.5
404,0.5
405,0.5
406,0.5
407,0.5
408,0.5
409,0.5
410,0.5
411,0.5
412,0.5
413,0.5
414,0.5
415,0.5
416,0.5
417,0.5
418,0.5
419,0.5
420,0.5
421,0.5
422,0.5
423,0.5
424,0.5
425,0.5
426,0.5
427,0.6
428,0.5990056
429,0.5980112
430,0.5970168
431,0.5960224
432,0.595028
433,0.5940335999999999
434,0.5930392
435,0.5920447999999999
436,0.5910504
437,0.590056
438,0.5890616
439,0.5880672
440,0.5870728
441,0.5860784
442,0.5850839999999999
443,0.5840896
444,0.5830951999999999
445,0.5821008
446,0.5811064
447,0.580112
448,0.5791176
449,0.5781232
450,0.5771288
451,0.5761343999999999
452,0.57514
453,0.5741455999999999
454,0.5731512
455,0.5721568
456,0.5711624
457,0.570168
458,0.5691736
459,0.5681792
460,0.5671847999999999
461,0.5661904
462,0.565196
463,0.5642016
464,0.5632072
465,0.5622128
466,0.5612184
467,0.5602239999999999
468,0.5592296
469,0.5582351999999999
470,0.5572408
471,0.5562464
472,0.555252
473,0.5542576
474,0.5532632
475,0.5522688
476,0.5512743999999999
477,0.55028
478,0.5492855999999999
479,0.5482912
480,0.5472968
481,0.5463024
482,0.545308
483,0.5443136
484,0.5433192
485,0.5423247999999999
486,0.5413304
487,0.5403359999999999
488,0.5393416
489,0.5383472
490,0.5373528
491,0.5363584
492,0.535364
493,0.5343696
494,0.5333751999999999
495,0.5323808
496,0.5313863999999999
497,0.530392
498,0.5293976
499,0.5284032
500,0.5274088
501,0.5264144
502,0.52542
503,0.5244255999999999
504,0.5234312
505,0.5224367999999999
506,0.5214424
507,0.520448
508,0.5194536
509,0.5184592
510,0.5174648
511,0.5164704
512,0.5154759999999999
513,0.5144816
514,0.5134871999999999
515,0.5124928
516,0.5114984
517,0.510504
518,0.5095096
519,0.5085152
520,0.5075208
521,0.5065263999999999
522,0.505532
523,0.5045375999999999
524,0.5035432
525,0.5025488
526,0.5015544
527,0.50056
528,0.49956559999999994
529,0.4985712
530,0.4975768
531,0.4965824
532,0.495588
533,0.49459359999999997
534,0.49359919999999996
535,0.49260479999999995
536,0.49161039999999995
537,0.49061599999999994
538,0.4896216
539,0.4886272
540,0.4876328
541,0.48663839999999997
542,0.48564399999999996
543,0.48464959999999996
544,0.48365519999999995
545,0.48266079999999995
546,0.48166639999999994
547,0.480672
548,0.4796776
549,0.4786832
550,0.47768879999999997
551,0.47669439999999996
552,0.47569999999999996
553,0.47470559999999995
554,0.4737112
555,0.47271679999999994
556,0.4717224
557,0.4707279999999999
558,0.4697336
559,0.46873919999999997
560,0.46774479999999996
561,0.46675039999999995
562,0.46575599999999995
563,0.4647616
564,0.46376719999999994
565,0.4627728
566,0.4617783999999999
567,0.46078399999999997
568,0.45978959999999996
569,0.45879519999999996
570,0.45780079999999995
571,0.45680639999999995
572,0.455812
573,0.45481759999999993
574,0.4538232
575,0.4528288
576,0.45183439999999997
577,0.45083999999999996
578,0.44984559999999996
579,0.44885119999999995
580,0.44785679999999994
581,0.4468624
582,0.44586799999999993
583,0.4448736
584,0.4438792
585,0.44288479999999997
586,0.44189039999999996
587,0.44089599999999995
588,0.43990159999999995
589,0.43890719999999994
590,0.4379128
591,0.43691839999999993
592,0.435924
593,0.43492959999999997
594,0.43393519999999997
595,0.43294079999999996
596,0.43194639999999995
597,0.430952
598,0.42995759999999994
599,0.4289632
600,0.4279687999999999
601,0.4269744
602,0.42597999999999997
603,0.42498559999999996
604,0.42399119999999996
605,0.42299679999999995
606,0.4220024
607,0.42100799999999994
608,0.4200136
609,0.4190191999999999
610,0.4180248
611,0.41703039999999997
612,0.6
613,0.598148
614,0.5962959999999999
615,0.594444
616,0.592592
617,0.5907399999999999
618,0.588888
619,0.587036
620,0.5851839999999999
621,0.583332
622,0.58148
623,0.579628
624,0.577776
625,0.575924
626,0.574072
627,0.57222
628,0.570368
629,0.568516
630,0.566664
631,0.564812
632,0.56296
633,0.5611079999999999
634,0.559256
635,0.557404
636,0.5555519999999999
637,0.5537
638,0.551848
639,0.5499959999999999
640,0.548144
641,0.546292
642,0.54444
643,0.542588
644,0.540736
645,0.538884
646,0.537032
647,0.53518
648,0.533328
649,0.531476
650,0.529624
651,0.527772
652,0.5259199999999999
653,0.524068
654,0.522216
655,0.5203639999999999
656,0.518512
657,0.51666
658,0.5148079999999999
659,0.512956
660,0.511104
661,0.509252
662,0.5074
663,0.505548
664,0.5036959999999999
665,0.501844
666,0.499992
667,0.49813999999999997
668,0.49628799999999995
669,0.494436
670,0.49258399999999997
671,0.490732
672,0.48888
673,0.487028
674,0.485176
675,0.483324
676,0.481472
677,0.47962
678,0.47776799999999997
679,0.475916
680,0.474064
681,0.47221199999999997
682,0.47036
683,0.468508
684,0.46665599999999996
685,0.464804
686,0.462952
687,0.46109999999999995
688,0.459248
689,0.457396
690,0.45554399999999995
691,0.453692
692,0.45184
693,0.44998799999999994
694,0.448136
695,0.446284
696,0.444432
697,0.44258
698,0.440728
699,0.438876
700,0.43702399999999997
701,0.6
702,0.598971
703,0.597942
704,0.596913
705,0.595884
706,0.594855
707,0.593826
708,0.592797
709,0.591768
710,0.590739
711,0.58971
712,0.588681
713,0.587652
714,0.586623
715,0.585594
716,0.584565
717,0.5835359999999999
718,0.582507
719,0.5814779999999999
720,0.580449
721,0.5794199999999999
722,0.578391
723,0.5773619999999999
724,0.576333
725,0.5753039999999999
726,0.574275
727,0.5732459999999999
728,0.572217
729,0.571188
730,0.570159
731,0.56913
732,0.568101
733,0.567072
734,0.566043
735,0.565014
736,0.563985
737,0.562956
738,0.561927
739,0.560898
740,0.559869
741,0.55884
742,0.557811
743,0.556782
744,0.5557529999999999
745,0.554724
746,0.5536949999999999
747,0.552666
748,0.5516369999999999
749,0.550608
750,0.5495789999999999
751,0.54855
752,0.5475209999999999
753,0.546492
754,0.545463
755,0.544434
756,0.543405
757,0.542376
758,0.541347
759,0.540318
760,0.539289
761,0.53826
762,0.537231
763,0.536202
764,0.535173
765,0.534144
766,0.533115
767,0.532086
768,0.531057
769,0.5300279999999999
770,0.528999
771,0.5279699999999999
772,0.526941
773,0.5259119999999999
774,0.524883
775,0.523854
776,0.522825
777,0.5217959999999999
778,0.520767
779,0.519738
780,0.518709
781,0.5176799999999999
782,0.516651
783,0.515622
784,0.514593
785,0.513564
786,0.512535
787,0.511506
788,0.510477
789,0.509448
790,0.508419
791,0.50739
792,0.506361
793,0.505332
794,0.504303
795,0.503274
796,0.5022449999999999
797,0.501216
798,0.5001869999999999
799,0.499158
800,0.498129
801,0.4971
802,0.496071
803,0.495042
804,0.494013
805,0.492984
806,0.491955
807,0.490926
808,0.48989699999999997
809,0.48886799999999997
810,0.48783899999999997
811,0.48680999999999996
812,0.48578099999999996
813,0.48475199999999996
814,0.483723
815,0.48269399999999996
816,0.481665
817,0.48063599999999995
818,0.479607
819,0.47857799999999995
820,0.477549
821,0.47652
822,0.475491
823,0.474462
824,0.473433
825,0.472404
826,0.471375
827,0.470346
828,0.469317
829,0.468288
830,0.467259
831,0.46623
832,0.465201
833,0.464172
834,0.46314299999999997
835,0.46211399999999997
836,0.46108499999999997
837,0.460056
838,0.45902699999999996
839,0.457998
840,0.45696899999999996
841,0.45594
842,0.45491099999999995
843,0.453882
844,0.45285299999999995
845,0.451824
846,0.45079499999999995
847,0.449766
848,0.44873699999999994
849,0.447708
850,0.446679
851,0.44565
852,0.444621
853,0.443592
854,0.442563
855,0.441534
856,0.440505
857,0.439476
858,0.438447
859,0.437418
860,0.43638899999999997
861,0.43535999999999997
862,0.434331
863,0.43330199999999996
864,0.432273
865,0.43124399999999996
866,0.430215
867,0.42918599999999996
868,0.428157
869,0.42712799999999995
870,0.426099
871,0.42506999999999995
872,0.424041
873,0.42301199999999994
874,0.421983
875,0.420954
876,0.419925
877,0.418896
878,0.417867
879,0.416838
880,0.415809
881,0.41478
882,0.413751
883,0.412722
884,0.411693
885,0.410664
886,0.40963499999999997
887,0.5
888,0.4998
889,0.4996
890,0.4994
891,0.4992
892,0.499
893,0.4988
894,0.4986
895,0.4984
896,0.4982
897,0.498
898,0.4978
899,0.4976
900,0.4974
901,0.4972
902,0.497
903,0.4968
904,0.4966
905,0.4964
906,0.4962
907,0.496
908,0.4958
909,0.4956
910,0.4954
911,0.4952
912,0.495
913,0.4948
914,0.4946
915,0.4944
916,0.4942
917,0.494
918,0.4938
919,0.4936
920,0.4934
921,0.49319999999999997
922,0.493
923,0.4928
924,0.4926
925,0.4924
926,0.4922
927,0.492
928,0.4918
929,0.4916
930,0.4914
931,0.4912
932,0.491
933,0.4908
934,0.4906
935,0.4904
936,0.4902
937,0.49
938,0.4898
939,0.4896
940,0.4894
941,0.4892
942,0.489
943,0.4888
944,0.4886
945,0.4884
946,0.4882
947,0.488
948,0.4878
949,0.4876
950,0.4874
951,0.4872
952,0.487
953,0.4868
954,0.4866
955,0.4864
956,0.4862
957,0.486
958,0.4858
959,0.4856
960,0.4854
961,0.4852
962,0.485
963,0.4848
964,0.4846
965,0.4844
966,0.4842
967,0.484
968,0.4838
969,0.4836
970,0.4834
971,0.4832
972,0.483
973,0.4828
974,0.4826
975,0.4824
976,0.4822
977,0.482
978,0.4818
979,0.48160000000000003
980,0.4814
981,0.4812
982,0.481
983,0.4808
984,0.4806
985,0.4804
986,0.4802
987,0.48
988,0.4798
989,0.4796
990,0.4794
991,0.4792
992,0.479
993,0.4788
994,0.4786
995,0.4784
996,0.4782
997,0.478
998,0.4778
999,0.4776
1000,0.4774
1001,0.4772
1002,0.477
1003,0.4768
1004,0.4766
1005,0.4764
1006,0.4762
1007,0.476
1008,0.4758
1009,0.4756
1010,0.4754
1011,0.4752
1012,0.475
1013,0.4748
1014,0.4746
1015,0.4744
1016,0.4742
1017,0.474
1018,0.4738
1019,0.4736
1020,0.4734
1021,0.4732
1022,0.473
1023,0.4728
1024,0.4726
1025,0.4724
1026,0.4722
1027,0.472
1028,0.4718
1029,0.4716
1030,0.4714
1031,0.4712
1032,0.471
1033,0.4708
1034,0.4706
1035,0.4704
1036,0.4702
1037,0.47
1038,0.4698
1039,0.4696
1040,0.4694
1041,0.4692
1042,0.469
1043,0.4688
1044,0.4686
1045,0.4684
1046,0.4682
1047,0.46799999999999997
1048,0.4678
1049,0.4676
1050,0.4674
1051,0.4672
1052,0.46699999999999997
1053,0.4668
1054,0.4666
1055,0.4664
1056,0.4662
1057,0.46599999999999997
1058,0.4658
1059,0.4656
1060,0.4654
1061,0.4652
1062,0.46499999999999997
1063,0.4648
1064,0.4646
1065,0.4644
1066,0.4642
1067,0.46399999999999997
1068,0.4638
1069,0.4636
1070,0.4634
1071,0.4632
1072,0.46299999999999997
1073,0.4628
1074,0.4626
1075,0.4624
1076,0.4622
1077,0.462
1078,0.4618
1079,0.4616
1080,0.4614
1081,0.4612
1082,0.461
1083,0.4608
1084,0.4606
1085,0.4604
1086,0.4602
1087,0.46
1088,0.4598
1089,0.4596
1090,0.4594
1091,0.4592
1092,0.459
1093,0.4588
1094,0.4586
1095,0.4584
1096,0.4582
1097,0.458
1098,0.4578
1099,0.4576
1100,0.45740000000000003
1101,0.4572
1102,0.457
1103,0.4568
1104,0.4566
1105,0.45640000000000003
1106,0.4562
1107,0.456
1108,0.4558
1109,0.4556
1110,0.4554
1111,0.4552
1112,0.455
1113,0.4548
1114,0.4546
1115,0.4544
1116,0.4542
1117,0.454
1118,0.4538
1119,0.4536
1120,0.4534
1121,0.4532
1122,0.453
1123,0.4528
1124,0.4526
1125,0.4524
1126,0.4522
1127,0.452
1128,0.4518
1129,0.4516
1130,0.4514
1131,0.4512
1132,0.451
1133,0.4508
1134,0.4506
1135,0.4504
1136,0.4502
1137,0.45
1138,0.4498
1139,0.4496
1140,0.4494
1141,0.4492
1142,0.449
1143,0.4488
1144,0.4486
1145,0.4484
1146,0.4482
1147,0.448
1148,0.4478
1149,0.4476
1150,0.4474
1151,0.4472
1152,0.447
1153,0.4468
1154,0.4466
1155,0.4464
1156,0.4462
1157,0.446
1158,0.4458
1159,0.4456
1160,0.4454
1161,0.4452
1162,0.445
1163,0.4448
1164,0.4446
1165,0.4444
1166,0.4442
1167,0.444
1168,0.4438
1169,0.4436
1170,0.4434
1171,0.4432
1172,0.443
1173,0.44279999999999997
1174,0.4426
1175,0.4424
1176,0.4422
1177,0.442
1178,0.44179999999999997
1179,0.4416
1180,0.4414
1181,0.4412
1182,0.441
1183,0.44079999999999997
1184,0.4406
1185,0.4404
1186,0.4402
1187,0.44
1188,0.43979999999999997
1189,0.4396
1190,0.4394
1191,0.4392
1192,0.439
1193,0.43879999999999997
1194,0.4386
1195,0.4384
1196,0.4382
1197,0.438
1198,0.43779999999999997
1199,0.4376
1200,0.4374
1201,0.4372
1202,0.437
1203,0.43679999999999997
1204,0.4366
1205,0.4364
1206,0.4362
1207,0.436
1208,0.43579999999999997
1209,0.4356
1210,0.4354
1211,0.4
1212,0.40026300000000004
1213,0.40052600000000005
1214,0.400789
1215,0.401052
1216,0.40131500000000003
1217,0.40157800000000005
1218,0.401841
1219,0.402104
1220,0.40236700000000003
1221,0.40263000000000004
1222,0.402893
1223,0.403156
1224,0.403419
1225,0.40368200000000004
1226,0.403945
1227,0.404208
1228,0.404471
1229,0.40473400000000004
1230,0.404997
1231,0.40526
1232,0.405523
1233,0.40578600000000004
1234,0.40604900000000005
1235,0.406312
1236,0.406575
1237,0.40683800000000003
1238,0.40710100000000005
1239,0.407364
1240,0.407627
1241,0.40789000000000003
1242,0.40815300000000004
1243,0.408416
1244,0.408679
1245,0.408942
1246,0.40920500000000004
1247,0.409468
1248,0.409731
1249,0.409994
1250,0.41025700000000004
1251,0.41052
1252,0.410783
1253,0.411046
1254,0.41130900000000004
1255,0.41157200000000005
1256,0.411835
1257,0.412098
1258,0.41236100000000003
1259,0.41262400000000005
1260,0.412887
1261,0.41315
1262,0.41341300000000003
1263,0.41367600000000004
1264,0.413939
1265,0.414202
1266,0.41446500000000003
1267,0.41472800000000004
1268,0.414991
1269,0.415254
1270,0.415517
1271,0.41578000000000004
1272,0.416043
1273,0.416306
1274,0.416569
1275,0.41683200000000004
1276,0.417095
1277,0.417358
1278,0.417621
1279,0.41788400000000003
1280,0.41814700000000005
1281,0.41841
1282,0.418673
1283,0.41893600000000003
1284,0.41919900000000004
1285,0.419462
1286,0.419725
1287,0.41998800000000003
1288,0.42025100000000004
1289,0.420514
1290,0.420777
1291,0.42104
1292,0.42130300000000004
1293,0.421566
1294,0.421829
1295,0.422092
1296,0.42235500000000004
1297,0.42261800000000005
1298,0.422881
1299,0.423144
1300,0.42340700000000003
1301,0.42367000000000005
1302,0.423933
1303,0.424196
1304,0.42445900000000003
1305,0.42472200000000004
1306,0.424985
1307,0.425248
1308,0.42551100000000003
1309,0.42577400000000004
1310,0.426037
1311,0.4263
1312,0.426563
1313,0.42682600000000004
1314,0.427089
1315,0.427352
1316,0.427615
1317,0.42787800000000004
1318,0.428141
1319,0.428404
1320,0.428667
1321,0.42893000000000003
1322,0.42919300000000005
1323,0.429456
1324,0.429719
1325,0.42998200000000003
1326,0.43024500000000004
1327,0.430508
1328,0.430771
1329,0.43103400000000003
1330,0.43129700000000004
1331,0.43156
1332,0.431823
1333,0.432086
1334,0.43234900000000004
1335,0.432612
1336,0.432875
1337,0.433138
1338,0.43340100000000004
1339,0.43366400000000005
1340,0.433927
1341,0.43419
1342,0.43445300000000003
1343,0.434716
1344,0.434979
1345,0.435242
1346,0.43550500000000003
1347,0.43576800000000004
1348,0.436031
1349,0.436294
1350,0.43655700000000003
1351,0.43682000000000004
1352,0.437083
1353,0.437346
1354,0.437609
1355,0.43787200000000004
1356,0.43813500000000005
1357,0.438398
1358,0.438661
1359,0.43892400000000004
1360,0.439187
1361,0.43945
1362,0.439713
1363,0.43997600000000003
1364,0.44023900000000005
1365,0.440502
1366,0.440765
1367,0.44102800000000003
1368,0.44129100000000004
1369,0.441554
1370,0.441817
1371,0.44208000000000003
1372,0.44234300000000004
1373,0.442606
1374,0.442869
1375,0.443132
1376,0.44339500000000004
1377,0.443658
1378,0.443921
1379,0.444184
1380,0.44444700000000004
1381,0.44471000000000005
1382,0.444973
1383,0.445236
1384,0.44549900000000003
1385,0.445762
1386,0.446025
1387,0.446288
1388,0.44655100000000003
1389,0.44681400000000004
1390,0.447077
1391,0.44734
1392,0.44760300000000003
1393,0.44786600000000004
1394,0.448129
1395,0.448392
1396,0.448655
1397,0.44891800000000004
1398,0.44918100000000005
1399,0.449444
1400,0.449707
1401,0.44997000000000004
1402,0.450233
1403,0.450496
1404,0.450759
1405,0.45102200000000003
1406,0.45128500000000005
1407,0.451548
1408,0.451811
1409,0.45207400000000003
1410,0.45233700000000004
1411,0.4526
1412,0.452863
1413,0.45312600000000003
1414,0.45338900000000004
1415,0.453652
1416,0.453915
1417,0.454178
1418,0.45444100000000004
1419,0.454704
1420,0.454967
1421,0.45523
1422,0.45549300000000004
1423,0.45575600000000005
1424,0.456019
1425,0.456282
1426,0.45654500000000003
1427,0.456808
1428,0.457071
1429,0.457334
1430,0.45759700000000003
1431,0.45786000000000004
1432,0.458123
1433,0.458386
1434,0.45864900000000003
1435,0.45891200000000004
1436,0.459175
1437,0.459438
1438,0.459701
1439,0.45996400000000004
1440,0.460227
1441,0.46049
1442,0.460753
1443,0.46101600000000004
1444,0.461279
1445,0.461542
1446,0.461805
1447,0.46206800000000003
1448,0.46233100000000005
1449,0.462594
1450,0.462857
1451,0.46312000000000003
1452,0.463383
1453,0.463646
1454,0.463909
1455,0.46417200000000003
1456,0.46443500000000004
1457,0.46469800000000006
1458,0.464961
1459,0.465224
1460,0.46548700000000004
1461,0.46575
1462,0.466013
1463,0.466276
1464,0.46653900000000004
1465,0.46680200000000005
1466,0.467065
1467,0.467328
1468,0.46759100000000003
1469,0.467854
1470,0.468117
1471,0.46838
1472,0.46864300000000003
1473,0.46890600000000004
1474,0.469169
1475,0.469432
1476,0.46969500000000003
1477,0.469958
1478,0.470221
1479,0.470484
1480,0.470747
1481,0.47101000000000004
1482,0.47127300000000005
1483,0.471536
1484,0.471799
1485,0.47206200000000004
1486,0.472325
1487,0.472588
1488,0.472851
1489,0.47311400000000003
1490,0.47337700000000005
1491,0.47364
1492,0.473903
1493,0.47416600000000003
1494,0.474429
1495,0.474692
1496,0.474955
1497,0.47521800000000003
1498,0.47548100000000004
1499,0.47574400000000006
1500,0.476007
1501,0.47627
1502,0.47653300000000004
1503,0.476796
1504,0.477059
1505,0.477322
1506,0.47758500000000004
1507,0.47784800000000005
1508,0.478111
1509,0.478374
1510,0.47863700000000003
1511,0.4789
1512,0.479163
1513,0.479426
1514,0.47968900000000003
1515,0.47995200000000005
1516,0.480215
1517,0.480478
1518,0.48074100000000003
1519,0.481004
1520,0.481267
1521,0.48153
1522,0.481793
1523,0.48205600000000004
1524,0.48231900000000005
1525,0.482582
1526,0.482845
1527,0.48310800000000004
1528,0.483371
1529,0.483634
1530,0.483897
1531,0.48416000000000003
1532,0.48442300000000005
1533,0.484686
1534,0.484949
1535,0.48521200000000003
1536,0.485475
1537,0.485738
1538,0.486001
1539,0.48626400000000003
1540,0.48652700000000004
1541,0.48679
1542,0.487053
1543,0.487316
1544,0.48757900000000004
1545,0.487842
1546,0.488105
1547,0.488368
1548,0.48863100000000004
1549,0.48889400000000005
1550,0.489157
1551,0.48942
1552,0.48968300000000003
1553,0.489946
1554,0.490209
1555,0.490472
1556,0.49073500000000003
1557,0.49099800000000005
1558,0.491261
1559,0.491524
1560,0.49178700000000003
1561,0.49205
1562,0.492313
1563,0.492576
1564,0.492839
1565,0.49310200000000004
1566,0.49336500000000005
1567,0.493628
1568,0.493891
1569,0.49415400000000004
1570,0.494417
1571,0.49468
1572,0.494943
1573,0.49520600000000004
1574,0.49546900000000005
1575,0.495732
1576,0.495995
1577,0.49625800000000003
1578,0.496521
1579,0.496784
1580,0.497047
1581,0.49731000000000003
1582,0.49757300000000004
1583,0.497836
1584,0.498099
1585,0.498362
1586,0.49862500000000004
1587,0.498888
1588,0.499151
1589,0.499414
1590,0.49967700000000004
1591,0.49994000000000005
1592,0.5002030000000001
1593,0.5004660000000001
1594,0.500729
1595,0.500992
1596,0.501255
1597,0.501518
1598,0.501781
1599,0.502044
1600,0.5023070000000001
1601,0.50257
1602,0.502833
1603,0.503096
1604,0.503359
1605,0.503622
1606,0.503885
1607,0.504148
1608,0.504411
1609,0.5046740000000001
1610,0.504937
1611,0.5052
1612,0.505463
1613,0.505726
1614,0.505989
1615,0.506252
1616,0.506515
1617,0.5067780000000001
1618,0.5070410000000001
1619,0.507304
1620,0.507567
1621,0.50783
1622,0.6
1623,0.6
1624,0.6
1625,0.6
1626,0.6
1627,0.6
1628,0.6
1629,0.6
1630,0.6
1631,0.6
1632,0.6
1633,0.6
1634,0.6
1635,0.6
1636,0.6
1637,0.6
1638,0.6
1639,0.6
1640,0.6
1641,0.6
1642,0.6
1643,0.6
1644,0.6
1645,0.6
1646,0.6
1647,0.6
1648,0.6
1649,0.6
1650,0.6
1651,0.6
1652,0.6
1653,0.6
1654,0.6
1655,0.6
1656,0.6
1657,0.6
1658,0.6
1659,0.6
1660,0.6
1661,0.6
1662,0.6
1663,0.6
1664,0.6
1665,0.6
1666,0.6
1667,0.6
1668,0.6
1669,0.6
1670,0.6
1671,0.6
1672,0.6
1673,0.6
1674,0.6
1675,0.6
1676,0.6
1677,0.6
1678,0.6
1679,0.6
1680,0.6
1681,0.6
1682,0.6
1683,0.6
1684,0.6
1685,0.6
1686,0.6
1687,0.6
1688,0.6
1689,0.6
1690,0.6
1691,0.6
1692,0.6
1693,0.6
1694,0.6
1695,0.6
1696,0.6
1697,0.6
1698,0.6
1699,0.6
1700,0.6
1701,0.6
1702,0.6
1703,0.6
1704,0.6
1705,0.6
1706,0.6
1707,0.6
1708,0.6
1709,0.6
1710,0.6
1711,0.6
1712,0.6
1713,0.6
1714,0.6
1715,0.6
1716,0.6
1717,0.6
1718,0.6
1719,0.6
1720,0.6
1721,0.6
1722,0.6
1723,0.6
1724,0.6
1725,0.6
1726,0.6
1727,0.6
1728,0.6
1729,0.6
1730,0.6
1731,0.6
1732,0.6
1733,0.6
1734,0.6
1735,0.6
1736,0.6
1737,0.6
1738,0.6
1739,0.6
1740,0.6
1741,0.6
1742,0.6
1743,0.6
1744,0.6
